festival_performer_id,performer_id,festival_id,festival_period
202348,724,18,"[2025-12-17, 2025-12-25)"
202349,197,18,"[2025-12-17, 2025-12-25)"
202350,623,18,"[2025-12-17, 2025-12-25)"
202351,997,18,"[2025-12-17, 2025-12-25)"
202353,139,18,"[2025-12-17, 2025-12-25)"
202356,398,18,"[2025-12-17, 2025-12-25)"
202357,140,18,"[2025-12-17, 2025-12-25)"
202358,111,18,"[2025-12-17, 2025-12-25)"
202359,599,18,"[2025-12-17, 2025-12-25)"
202362,630,18,"[2025-12-17, 2025-12-25)"
202363,421,18,"[2025-12-17, 2025-12-25)"
202364,391,18,"[2025-12-17, 2025-12-25)"
202365,276,18,"[2025-12-17, 2025-12-25)"
202366,182,18,"[2025-12-17, 2025-12-25)"
202369,43,18,"[2025-12-17, 2025-12-25)"
202370,259,18,"[2025-12-17, 2025-12-25)"
202374,357,18,"[2025-12-17, 2025-12-25)"
202376,513,18,"[2025-12-17, 2025-12-25)"
202379,706,18,"[2025-12-17, 2025-12-25)"
202380,138,18,"[2025-12-17, 2025-12-25)"
202382,20,18,"[2025-12-17, 2025-12-25)"
202383,243,18,"[2025-12-17, 2025-12-25)"
202385,5,18,"[2025-12-17, 2025-12-25)"
202387,528,18,"[2025-12-17, 2025-12-25)"
202389,772,18,"[2025-12-17, 2025-12-25)"
202390,235,18,"[2025-12-17, 2025-12-25)"
202391,165,18,"[2025-12-17, 2025-12-25)"
202392,556,18,"[2025-12-17, 2025-12-25)"
202395,790,18,"[2025-12-17, 2025-12-25)"
202396,587,18,"[2025-12-17, 2025-12-25)"
202398,318,18,"[2025-12-17, 2025-12-25)"
202399,568,18,"[2025-12-17, 2025-12-25)"
202402,348,18,"[2025-12-17, 2025-12-25)"
202403,345,18,"[2025-12-17, 2025-12-25)"
202404,521,18,"[2025-12-17, 2025-12-25)"
202408,116,18,"[2025-12-17, 2025-12-25)"
202410,984,18,"[2025-12-17, 2025-12-25)"
202415,567,18,"[2025-12-17, 2025-12-25)"
202417,230,18,"[2025-12-17, 2025-12-25)"
202418,736,18,"[2025-12-17, 2025-12-25)"
202419,827,18,"[2025-12-17, 2025-12-25)"
202420,862,18,"[2025-12-17, 2025-12-25)"
202422,160,18,"[2025-12-17, 2025-12-25)"
202423,774,18,"[2025-12-17, 2025-12-25)"
202424,850,18,"[2025-12-17, 2025-12-25)"
202426,917,18,"[2025-12-17, 2025-12-25)"
202430,493,18,"[2025-12-17, 2025-12-25)"
202433,335,19,"[2025-12-07, 2025-12-16)"
202434,120,19,"[2025-12-07, 2025-12-16)"
202435,125,19,"[2025-12-07, 2025-12-16)"
202436,129,19,"[2025-12-07, 2025-12-16)"
202438,100,19,"[2025-12-07, 2025-12-16)"
202439,684,19,"[2025-12-07, 2025-12-16)"
202440,265,19,"[2025-12-07, 2025-12-16)"
202441,164,19,"[2025-12-07, 2025-12-16)"
202442,551,19,"[2025-12-07, 2025-12-16)"
202443,83,19,"[2025-12-07, 2025-12-16)"
202444,289,19,"[2025-12-07, 2025-12-16)"
202445,561,19,"[2025-12-07, 2025-12-16)"
202448,635,19,"[2025-12-07, 2025-12-16)"
202449,88,19,"[2025-12-07, 2025-12-16)"
202451,436,19,"[2025-12-07, 2025-12-16)"
202453,558,19,"[2025-12-07, 2025-12-16)"
202454,401,19,"[2025-12-07, 2025-12-16)"
202455,59,19,"[2025-12-07, 2025-12-16)"
202456,459,19,"[2025-12-07, 2025-12-16)"
202457,702,19,"[2025-12-07, 2025-12-16)"
202461,722,19,"[2025-12-07, 2025-12-16)"
202463,985,19,"[2025-12-07, 2025-12-16)"
202464,943,19,"[2025-12-07, 2025-12-16)"
202467,812,19,"[2025-12-07, 2025-12-16)"
202468,935,19,"[2025-12-07, 2025-12-16)"
202469,484,19,"[2025-12-07, 2025-12-16)"
202470,306,19,"[2025-12-07, 2025-12-16)"
202471,467,19,"[2025-12-07, 2025-12-16)"
202472,437,19,"[2025-12-07, 2025-12-16)"
202474,738,19,"[2025-12-07, 2025-12-16)"
202475,987,19,"[2025-12-07, 2025-12-16)"
202478,860,19,"[2025-12-07, 2025-12-16)"
202479,429,19,"[2025-12-07, 2025-12-16)"
202480,473,19,"[2025-12-07, 2025-12-16)"
202482,12,19,"[2025-12-07, 2025-12-16)"
202488,98,19,"[2025-12-07, 2025-12-16)"
202489,290,19,"[2025-12-07, 2025-12-16)"
202491,909,19,"[2025-12-07, 2025-12-16)"
202493,309,19,"[2025-12-07, 2025-12-16)"
202494,10,19,"[2025-12-07, 2025-12-16)"
202496,418,19,"[2025-12-07, 2025-12-16)"
202498,849,19,"[2025-12-07, 2025-12-16)"
202499,931,19,"[2025-12-07, 2025-12-16)"
202501,380,19,"[2025-12-07, 2025-12-16)"
202502,92,19,"[2025-12-07, 2025-12-16)"
202504,215,19,"[2025-12-07, 2025-12-16)"
202506,328,19,"[2025-12-07, 2025-12-16)"
202507,350,19,"[2025-12-07, 2025-12-16)"
202509,163,19,"[2025-12-07, 2025-12-16)"
202510,155,19,"[2025-12-07, 2025-12-16)"
202511,592,19,"[2025-12-07, 2025-12-16)"
202512,174,19,"[2025-12-07, 2025-12-16)"
202515,138,19,"[2025-12-07, 2025-12-16)"
202516,108,19,"[2025-12-07, 2025-12-16)"
202517,615,19,"[2025-12-07, 2025-12-16)"
202518,491,19,"[2025-12-07, 2025-12-16)"
202519,460,19,"[2025-12-07, 2025-12-16)"
202520,732,19,"[2025-12-07, 2025-12-16)"
202522,16,19,"[2025-12-07, 2025-12-16)"
202524,44,19,"[2025-12-07, 2025-12-16)"
202525,904,19,"[2025-12-07, 2025-12-16)"
202526,329,19,"[2025-12-07, 2025-12-16)"
202528,345,19,"[2025-12-07, 2025-12-16)"
202529,469,19,"[2025-12-07, 2025-12-16)"
202531,518,20,"[2025-11-08, 2025-11-13)"
202532,891,20,"[2025-11-08, 2025-11-13)"
202536,816,20,"[2025-11-08, 2025-11-13)"
202537,808,20,"[2025-11-08, 2025-11-13)"
202538,453,20,"[2025-11-08, 2025-11-13)"
202539,493,20,"[2025-11-08, 2025-11-13)"
202541,392,20,"[2025-11-08, 2025-11-13)"
202542,283,20,"[2025-11-08, 2025-11-13)"
202543,413,20,"[2025-11-08, 2025-11-13)"
202544,923,20,"[2025-11-08, 2025-11-13)"
202546,547,20,"[2025-11-08, 2025-11-13)"
202548,514,20,"[2025-11-08, 2025-11-13)"
202549,78,20,"[2025-11-08, 2025-11-13)"
202550,14,20,"[2025-11-08, 2025-11-13)"
202551,954,20,"[2025-11-08, 2025-11-13)"
202552,747,20,"[2025-11-08, 2025-11-13)"
202553,677,20,"[2025-11-08, 2025-11-13)"
202554,570,20,"[2025-11-08, 2025-11-13)"
202555,60,20,"[2025-11-08, 2025-11-13)"
202556,722,20,"[2025-11-08, 2025-11-13)"
202558,309,20,"[2025-11-08, 2025-11-13)"
202559,628,20,"[2025-11-08, 2025-11-13)"
202560,443,20,"[2025-11-08, 2025-11-13)"
202561,625,20,"[2025-11-08, 2025-11-13)"
202562,385,20,"[2025-11-08, 2025-11-13)"
202563,711,20,"[2025-11-08, 2025-11-13)"
202564,418,20,"[2025-11-08, 2025-11-13)"
202566,664,20,"[2025-11-08, 2025-11-13)"
202567,480,20,"[2025-11-08, 2025-11-13)"
202568,737,20,"[2025-11-08, 2025-11-13)"
202569,545,20,"[2025-11-08, 2025-11-13)"
202570,801,20,"[2025-11-08, 2025-11-13)"
202571,317,20,"[2025-11-08, 2025-11-13)"
202574,790,20,"[2025-11-08, 2025-11-13)"
202575,334,20,"[2025-11-08, 2025-11-13)"
202577,369,20,"[2025-11-08, 2025-11-13)"
202578,132,20,"[2025-11-08, 2025-11-13)"
202579,723,20,"[2025-11-08, 2025-11-13)"
202580,478,20,"[2025-11-08, 2025-11-13)"
202581,200,20,"[2025-11-08, 2025-11-13)"
202582,134,20,"[2025-11-08, 2025-11-13)"
202583,440,20,"[2025-11-08, 2025-11-13)"
202584,918,20,"[2025-11-08, 2025-11-13)"
202585,82,20,"[2025-11-08, 2025-11-13)"
202586,337,20,"[2025-11-08, 2025-11-13)"
202587,375,20,"[2025-11-08, 2025-11-13)"
202589,254,20,"[2025-11-08, 2025-11-13)"
202590,469,20,"[2025-11-08, 2025-11-13)"
202591,768,20,"[2025-11-08, 2025-11-13)"
202593,286,20,"[2025-11-08, 2025-11-13)"
202594,675,20,"[2025-11-08, 2025-11-13)"
202596,382,20,"[2025-11-08, 2025-11-13)"
202601,116,20,"[2025-11-08, 2025-11-13)"
202602,86,20,"[2025-11-08, 2025-11-13)"
202603,781,20,"[2025-11-08, 2025-11-13)"
202604,489,20,"[2025-11-08, 2025-11-13)"
202605,944,20,"[2025-11-08, 2025-11-13)"
202607,879,20,"[2025-11-08, 2025-11-13)"
202608,945,20,"[2025-11-08, 2025-11-13)"
202609,88,20,"[2025-11-08, 2025-11-13)"
202612,208,20,"[2025-11-08, 2025-11-13)"
202613,806,20,"[2025-11-08, 2025-11-13)"
202616,273,20,"[2025-11-08, 2025-11-13)"
202619,696,20,"[2025-11-08, 2025-11-13)"
202620,130,20,"[2025-11-08, 2025-11-13)"
202621,855,20,"[2025-11-08, 2025-11-13)"
202624,93,20,"[2025-11-08, 2025-11-13)"
202627,305,20,"[2025-11-08, 2025-11-13)"
202629,642,20,"[2025-11-08, 2025-11-13)"
202633,559,21,"[2025-12-05, 2025-12-09)"
202634,888,21,"[2025-12-05, 2025-12-09)"
202635,405,21,"[2025-12-05, 2025-12-09)"
202636,628,21,"[2025-12-05, 2025-12-09)"
202639,389,21,"[2025-12-05, 2025-12-09)"
202640,395,21,"[2025-12-05, 2025-12-09)"
202641,64,21,"[2025-12-05, 2025-12-09)"
202644,324,21,"[2025-12-05, 2025-12-09)"
202645,718,21,"[2025-12-05, 2025-12-09)"
202646,963,21,"[2025-12-05, 2025-12-09)"
202647,136,21,"[2025-12-05, 2025-12-09)"
202648,179,21,"[2025-12-05, 2025-12-09)"
202649,367,21,"[2025-12-05, 2025-12-09)"
202651,556,21,"[2025-12-05, 2025-12-09)"
202652,833,21,"[2025-12-05, 2025-12-09)"
202653,779,21,"[2025-12-05, 2025-12-09)"
202654,372,21,"[2025-12-05, 2025-12-09)"
202655,869,21,"[2025-12-05, 2025-12-09)"
202656,980,21,"[2025-12-05, 2025-12-09)"
202657,717,21,"[2025-12-05, 2025-12-09)"
202658,293,21,"[2025-12-05, 2025-12-09)"
202660,449,21,"[2025-12-05, 2025-12-09)"
202661,286,21,"[2025-12-05, 2025-12-09)"
202662,47,21,"[2025-12-05, 2025-12-09)"
202663,560,21,"[2025-12-05, 2025-12-09)"
202667,694,21,"[2025-12-05, 2025-12-09)"
202670,700,21,"[2025-12-05, 2025-12-09)"
202671,936,21,"[2025-12-05, 2025-12-09)"
202673,805,21,"[2025-12-05, 2025-12-09)"
202674,254,21,"[2025-12-05, 2025-12-09)"
202675,875,21,"[2025-12-05, 2025-12-09)"
202678,311,21,"[2025-12-05, 2025-12-09)"
202680,575,21,"[2025-12-05, 2025-12-09)"
202681,486,21,"[2025-12-05, 2025-12-09)"
202682,453,21,"[2025-12-05, 2025-12-09)"
202683,606,21,"[2025-12-05, 2025-12-09)"
202684,549,21,"[2025-12-05, 2025-12-09)"
202686,855,21,"[2025-12-05, 2025-12-09)"
202687,569,21,"[2025-12-05, 2025-12-09)"
202688,304,21,"[2025-12-05, 2025-12-09)"
202689,770,21,"[2025-12-05, 2025-12-09)"
202690,933,21,"[2025-12-05, 2025-12-09)"
202691,359,21,"[2025-12-05, 2025-12-09)"
202692,873,21,"[2025-12-05, 2025-12-09)"
202693,712,21,"[2025-12-05, 2025-12-09)"
202694,836,21,"[2025-12-05, 2025-12-09)"
202695,996,21,"[2025-12-05, 2025-12-09)"
202696,142,21,"[2025-12-05, 2025-12-09)"
202697,402,21,"[2025-12-05, 2025-12-09)"
202699,387,21,"[2025-12-05, 2025-12-09)"
202700,196,21,"[2025-12-05, 2025-12-09)"
202703,248,21,"[2025-12-05, 2025-12-09)"
202705,262,21,"[2025-12-05, 2025-12-09)"
202707,57,21,"[2025-12-05, 2025-12-09)"
202708,942,21,"[2025-12-05, 2025-12-09)"
202709,951,21,"[2025-12-05, 2025-12-09)"
202710,803,21,"[2025-12-05, 2025-12-09)"
202712,501,21,"[2025-12-05, 2025-12-09)"
202715,146,21,"[2025-12-05, 2025-12-09)"
202717,115,21,"[2025-12-05, 2025-12-09)"
202720,97,21,"[2025-12-05, 2025-12-09)"
202721,515,21,"[2025-12-05, 2025-12-09)"
202723,769,21,"[2025-12-05, 2025-12-09)"
202724,13,21,"[2025-12-05, 2025-12-09)"
202725,406,21,"[2025-12-05, 2025-12-09)"
202726,237,21,"[2025-12-05, 2025-12-09)"
202727,846,21,"[2025-12-05, 2025-12-09)"
202728,169,21,"[2025-12-05, 2025-12-09)"
202729,879,21,"[2025-12-05, 2025-12-09)"
202733,960,22,"[2025-11-02, 2025-11-08)"
202734,667,22,"[2025-11-02, 2025-11-08)"
202735,179,22,"[2025-11-02, 2025-11-08)"
202736,177,22,"[2025-11-02, 2025-11-08)"
202737,342,22,"[2025-11-02, 2025-11-08)"
202738,852,22,"[2025-11-02, 2025-11-08)"
202739,925,22,"[2025-11-02, 2025-11-08)"
202740,446,22,"[2025-11-02, 2025-11-08)"
202741,200,22,"[2025-11-02, 2025-11-08)"
202742,938,22,"[2025-11-02, 2025-11-08)"
202743,345,22,"[2025-11-02, 2025-11-08)"
202744,826,22,"[2025-11-02, 2025-11-08)"
202745,411,22,"[2025-11-02, 2025-11-08)"
202746,899,22,"[2025-11-02, 2025-11-08)"
202747,907,22,"[2025-11-02, 2025-11-08)"
202748,449,22,"[2025-11-02, 2025-11-08)"
202749,443,22,"[2025-11-02, 2025-11-08)"
202750,406,22,"[2025-11-02, 2025-11-08)"
202751,749,22,"[2025-11-02, 2025-11-08)"
202752,404,22,"[2025-11-02, 2025-11-08)"
202753,375,22,"[2025-11-02, 2025-11-08)"
202754,225,22,"[2025-11-02, 2025-11-08)"
202755,730,22,"[2025-11-02, 2025-11-08)"
202756,517,22,"[2025-11-02, 2025-11-08)"
202757,424,22,"[2025-11-02, 2025-11-08)"
202758,153,22,"[2025-11-02, 2025-11-08)"
202759,465,22,"[2025-11-02, 2025-11-08)"
202760,362,22,"[2025-11-02, 2025-11-08)"
202762,205,22,"[2025-11-02, 2025-11-08)"
202763,334,22,"[2025-11-02, 2025-11-08)"
202764,755,22,"[2025-11-02, 2025-11-08)"
202765,711,22,"[2025-11-02, 2025-11-08)"
202766,704,22,"[2025-11-02, 2025-11-08)"
202767,972,22,"[2025-11-02, 2025-11-08)"
202768,239,22,"[2025-11-02, 2025-11-08)"
202769,874,22,"[2025-11-02, 2025-11-08)"
202770,15,22,"[2025-11-02, 2025-11-08)"
202771,671,22,"[2025-11-02, 2025-11-08)"
202772,113,22,"[2025-11-02, 2025-11-08)"
202773,339,22,"[2025-11-02, 2025-11-08)"
202775,524,22,"[2025-11-02, 2025-11-08)"
202776,149,22,"[2025-11-02, 2025-11-08)"
202777,861,22,"[2025-11-02, 2025-11-08)"
202778,866,22,"[2025-11-02, 2025-11-08)"
202779,567,22,"[2025-11-02, 2025-11-08)"
202780,161,22,"[2025-11-02, 2025-11-08)"
202781,243,22,"[2025-11-02, 2025-11-08)"
202783,56,22,"[2025-11-02, 2025-11-08)"
202785,609,22,"[2025-11-02, 2025-11-08)"
202786,542,22,"[2025-11-02, 2025-11-08)"
202787,994,22,"[2025-11-02, 2025-11-08)"
202788,397,22,"[2025-11-02, 2025-11-08)"
202790,335,22,"[2025-11-02, 2025-11-08)"
202791,574,22,"[2025-11-02, 2025-11-08)"
202792,51,22,"[2025-11-02, 2025-11-08)"
202793,713,22,"[2025-11-02, 2025-11-08)"
202795,685,22,"[2025-11-02, 2025-11-08)"
202796,143,22,"[2025-11-02, 2025-11-08)"
202797,875,22,"[2025-11-02, 2025-11-08)"
202798,29,22,"[2025-11-02, 2025-11-08)"
202799,945,22,"[2025-11-02, 2025-11-08)"
202800,13,22,"[2025-11-02, 2025-11-08)"
202801,588,22,"[2025-11-02, 2025-11-08)"
202802,144,22,"[2025-11-02, 2025-11-08)"
202803,917,22,"[2025-11-02, 2025-11-08)"
202804,34,22,"[2025-11-02, 2025-11-08)"
202805,771,22,"[2025-11-02, 2025-11-08)"
202806,599,22,"[2025-11-02, 2025-11-08)"
202807,259,22,"[2025-11-02, 2025-11-08)"
202808,361,22,"[2025-11-02, 2025-11-08)"
202809,564,22,"[2025-11-02, 2025-11-08)"
202810,629,22,"[2025-11-02, 2025-11-08)"
202811,658,22,"[2025-11-02, 2025-11-08)"
202812,37,22,"[2025-11-02, 2025-11-08)"
202814,740,22,"[2025-11-02, 2025-11-08)"
202815,844,22,"[2025-11-02, 2025-11-08)"
202816,765,22,"[2025-11-02, 2025-11-08)"
202817,725,22,"[2025-11-02, 2025-11-08)"
202818,101,22,"[2025-11-02, 2025-11-08)"
202819,389,22,"[2025-11-02, 2025-11-08)"
202820,742,22,"[2025-11-02, 2025-11-08)"
202821,812,22,"[2025-11-02, 2025-11-08)"
202822,474,22,"[2025-11-02, 2025-11-08)"
202824,513,22,"[2025-11-02, 2025-11-08)"
202825,258,22,"[2025-11-02, 2025-11-08)"
202826,516,22,"[2025-11-02, 2025-11-08)"
202827,332,22,"[2025-11-02, 2025-11-08)"
202828,321,22,"[2025-11-02, 2025-11-08)"
202829,515,22,"[2025-11-02, 2025-11-08)"
202830,822,22,"[2025-11-02, 2025-11-08)"
202833,466,23,"[2025-11-08, 2025-11-13)"
202834,197,23,"[2025-11-08, 2025-11-13)"
202835,244,23,"[2025-11-08, 2025-11-13)"
202836,874,23,"[2025-11-08, 2025-11-13)"
202839,961,23,"[2025-11-08, 2025-11-13)"
202840,376,23,"[2025-11-08, 2025-11-13)"
202841,274,23,"[2025-11-08, 2025-11-13)"
202843,534,23,"[2025-11-08, 2025-11-13)"
202845,958,23,"[2025-11-08, 2025-11-13)"
202846,600,23,"[2025-11-08, 2025-11-13)"
202847,258,23,"[2025-11-08, 2025-11-13)"
202850,70,23,"[2025-11-08, 2025-11-13)"
202853,784,23,"[2025-11-08, 2025-11-13)"
202855,959,23,"[2025-11-08, 2025-11-13)"
202858,933,23,"[2025-11-08, 2025-11-13)"
202859,892,23,"[2025-11-08, 2025-11-13)"
202860,229,23,"[2025-11-08, 2025-11-13)"
202861,361,23,"[2025-11-08, 2025-11-13)"
202862,872,23,"[2025-11-08, 2025-11-13)"
202865,225,23,"[2025-11-08, 2025-11-13)"
202866,64,23,"[2025-11-08, 2025-11-13)"
202867,607,23,"[2025-11-08, 2025-11-13)"
202868,610,23,"[2025-11-08, 2025-11-13)"
202869,151,23,"[2025-11-08, 2025-11-13)"
202870,732,23,"[2025-11-08, 2025-11-13)"
202872,624,23,"[2025-11-08, 2025-11-13)"
202873,457,23,"[2025-11-08, 2025-11-13)"
202874,220,23,"[2025-11-08, 2025-11-13)"
202875,107,23,"[2025-11-08, 2025-11-13)"
202876,846,23,"[2025-11-08, 2025-11-13)"
202877,270,23,"[2025-11-08, 2025-11-13)"
202882,754,23,"[2025-11-08, 2025-11-13)"
202883,586,23,"[2025-11-08, 2025-11-13)"
202885,548,23,"[2025-11-08, 2025-11-13)"
202886,632,23,"[2025-11-08, 2025-11-13)"
202887,983,23,"[2025-11-08, 2025-11-13)"
202889,165,23,"[2025-11-08, 2025-11-13)"
202890,761,23,"[2025-11-08, 2025-11-13)"
202891,57,23,"[2025-11-08, 2025-11-13)"
202893,629,23,"[2025-11-08, 2025-11-13)"
202894,900,23,"[2025-11-08, 2025-11-13)"
202895,901,23,"[2025-11-08, 2025-11-13)"
202896,123,23,"[2025-11-08, 2025-11-13)"
202897,881,23,"[2025-11-08, 2025-11-13)"
202898,293,23,"[2025-11-08, 2025-11-13)"
202899,46,23,"[2025-11-08, 2025-11-13)"
202900,515,23,"[2025-11-08, 2025-11-13)"
202902,1000,23,"[2025-11-08, 2025-11-13)"
202903,831,23,"[2025-11-08, 2025-11-13)"
202905,428,23,"[2025-11-08, 2025-11-13)"
202906,51,23,"[2025-11-08, 2025-11-13)"
202907,284,23,"[2025-11-08, 2025-11-13)"
202909,67,23,"[2025-11-08, 2025-11-13)"
202910,943,23,"[2025-11-08, 2025-11-13)"
202911,797,23,"[2025-11-08, 2025-11-13)"
202912,597,23,"[2025-11-08, 2025-11-13)"
202913,618,23,"[2025-11-08, 2025-11-13)"
202914,822,23,"[2025-11-08, 2025-11-13)"
202915,540,23,"[2025-11-08, 2025-11-13)"
202917,163,23,"[2025-11-08, 2025-11-13)"
202918,437,23,"[2025-11-08, 2025-11-13)"
202920,248,23,"[2025-11-08, 2025-11-13)"
202922,415,23,"[2025-11-08, 2025-11-13)"
202923,347,23,"[2025-11-08, 2025-11-13)"
202924,700,23,"[2025-11-08, 2025-11-13)"
202926,398,23,"[2025-11-08, 2025-11-13)"
202927,995,23,"[2025-11-08, 2025-11-13)"
202928,426,23,"[2025-11-08, 2025-11-13)"
202930,589,23,"[2025-11-08, 2025-11-13)"
202931,413,24,"[2025-11-04, 2025-11-08)"
202932,995,24,"[2025-11-04, 2025-11-08)"
202934,840,24,"[2025-11-04, 2025-11-08)"
202935,215,24,"[2025-11-04, 2025-11-08)"
202936,941,24,"[2025-11-04, 2025-11-08)"
202937,689,24,"[2025-11-04, 2025-11-08)"
202938,485,24,"[2025-11-04, 2025-11-08)"
202939,251,24,"[2025-11-04, 2025-11-08)"
202940,437,24,"[2025-11-04, 2025-11-08)"
202942,236,24,"[2025-11-04, 2025-11-08)"
202943,181,24,"[2025-11-04, 2025-11-08)"
202944,175,24,"[2025-11-04, 2025-11-08)"
202945,366,24,"[2025-11-04, 2025-11-08)"
202948,829,24,"[2025-11-04, 2025-11-08)"
202949,532,24,"[2025-11-04, 2025-11-08)"
202950,213,24,"[2025-11-04, 2025-11-08)"
202951,379,24,"[2025-11-04, 2025-11-08)"
202952,409,24,"[2025-11-04, 2025-11-08)"
202954,377,24,"[2025-11-04, 2025-11-08)"
202955,901,24,"[2025-11-04, 2025-11-08)"
202956,435,24,"[2025-11-04, 2025-11-08)"
202957,903,24,"[2025-11-04, 2025-11-08)"
202959,202,24,"[2025-11-04, 2025-11-08)"
202960,948,24,"[2025-11-04, 2025-11-08)"
202961,328,24,"[2025-11-04, 2025-11-08)"
202962,6,24,"[2025-11-04, 2025-11-08)"
202963,433,24,"[2025-11-04, 2025-11-08)"
202964,974,24,"[2025-11-04, 2025-11-08)"
202965,139,24,"[2025-11-04, 2025-11-08)"
202966,283,24,"[2025-11-04, 2025-11-08)"
202967,261,24,"[2025-11-04, 2025-11-08)"
202969,415,24,"[2025-11-04, 2025-11-08)"
202970,429,24,"[2025-11-04, 2025-11-08)"
202971,157,24,"[2025-11-04, 2025-11-08)"
202974,288,24,"[2025-11-04, 2025-11-08)"
202975,191,24,"[2025-11-04, 2025-11-08)"
202976,395,24,"[2025-11-04, 2025-11-08)"
202978,72,24,"[2025-11-04, 2025-11-08)"
202979,114,24,"[2025-11-04, 2025-11-08)"
202980,133,24,"[2025-11-04, 2025-11-08)"
202982,962,24,"[2025-11-04, 2025-11-08)"
202983,526,24,"[2025-11-04, 2025-11-08)"
202984,468,24,"[2025-11-04, 2025-11-08)"
202985,630,24,"[2025-11-04, 2025-11-08)"
202986,862,24,"[2025-11-04, 2025-11-08)"
202987,128,24,"[2025-11-04, 2025-11-08)"
202988,864,24,"[2025-11-04, 2025-11-08)"
202989,883,24,"[2025-11-04, 2025-11-08)"
202990,565,24,"[2025-11-04, 2025-11-08)"
202992,90,24,"[2025-11-04, 2025-11-08)"
202997,92,24,"[2025-11-04, 2025-11-08)"
202998,873,24,"[2025-11-04, 2025-11-08)"
202999,61,24,"[2025-11-04, 2025-11-08)"
203000,920,24,"[2025-11-04, 2025-11-08)"
203002,579,24,"[2025-11-04, 2025-11-08)"
203003,949,24,"[2025-11-04, 2025-11-08)"
203004,571,24,"[2025-11-04, 2025-11-08)"
203005,146,24,"[2025-11-04, 2025-11-08)"
203006,817,24,"[2025-11-04, 2025-11-08)"
203007,618,24,"[2025-11-04, 2025-11-08)"
203008,757,24,"[2025-11-04, 2025-11-08)"
203009,510,24,"[2025-11-04, 2025-11-08)"
203010,38,24,"[2025-11-04, 2025-11-08)"
203011,983,24,"[2025-11-04, 2025-11-08)"
203012,560,24,"[2025-11-04, 2025-11-08)"
203013,642,24,"[2025-11-04, 2025-11-08)"
203014,442,24,"[2025-11-04, 2025-11-08)"
203015,592,24,"[2025-11-04, 2025-11-08)"
203016,491,24,"[2025-11-04, 2025-11-08)"
203017,985,24,"[2025-11-04, 2025-11-08)"
203018,306,24,"[2025-11-04, 2025-11-08)"
203019,374,24,"[2025-11-04, 2025-11-08)"
203020,699,24,"[2025-11-04, 2025-11-08)"
203022,707,24,"[2025-11-04, 2025-11-08)"
203025,314,24,"[2025-11-04, 2025-11-08)"
203026,589,24,"[2025-11-04, 2025-11-08)"
203029,54,24,"[2025-11-04, 2025-11-08)"
203032,134,25,"[2025-11-21, 2025-11-30)"
203034,728,25,"[2025-11-21, 2025-11-30)"
203037,838,25,"[2025-11-21, 2025-11-30)"
203038,11,25,"[2025-11-21, 2025-11-30)"
203040,305,25,"[2025-11-21, 2025-11-30)"
203041,406,25,"[2025-11-21, 2025-11-30)"
203042,67,25,"[2025-11-21, 2025-11-30)"
203043,157,25,"[2025-11-21, 2025-11-30)"
203044,272,25,"[2025-11-21, 2025-11-30)"
203045,788,25,"[2025-11-21, 2025-11-30)"
203047,170,25,"[2025-11-21, 2025-11-30)"
203049,808,25,"[2025-11-21, 2025-11-30)"
203050,718,25,"[2025-11-21, 2025-11-30)"
203052,369,25,"[2025-11-21, 2025-11-30)"
203056,166,25,"[2025-11-21, 2025-11-30)"
203057,457,25,"[2025-11-21, 2025-11-30)"
203062,590,25,"[2025-11-21, 2025-11-30)"
203063,397,25,"[2025-11-21, 2025-11-30)"
203064,267,25,"[2025-11-21, 2025-11-30)"
203067,576,25,"[2025-11-21, 2025-11-30)"
203068,981,25,"[2025-11-21, 2025-11-30)"
203069,395,25,"[2025-11-21, 2025-11-30)"
203071,222,25,"[2025-11-21, 2025-11-30)"
203072,433,25,"[2025-11-21, 2025-11-30)"
203076,897,25,"[2025-11-21, 2025-11-30)"
203077,623,25,"[2025-11-21, 2025-11-30)"
203078,40,25,"[2025-11-21, 2025-11-30)"
203079,583,25,"[2025-11-21, 2025-11-30)"
203080,626,25,"[2025-11-21, 2025-11-30)"
203081,16,25,"[2025-11-21, 2025-11-30)"
203083,752,25,"[2025-11-21, 2025-11-30)"
203089,681,25,"[2025-11-21, 2025-11-30)"
203091,497,25,"[2025-11-21, 2025-11-30)"
203094,800,25,"[2025-11-21, 2025-11-30)"
203097,910,25,"[2025-11-21, 2025-11-30)"
203098,777,25,"[2025-11-21, 2025-11-30)"
203099,469,25,"[2025-11-21, 2025-11-30)"
203100,145,25,"[2025-11-21, 2025-11-30)"
203104,524,25,"[2025-11-21, 2025-11-30)"
203107,861,25,"[2025-11-21, 2025-11-30)"
203109,412,25,"[2025-11-21, 2025-11-30)"
203110,656,25,"[2025-11-21, 2025-11-30)"
203111,175,25,"[2025-11-21, 2025-11-30)"
203115,634,25,"[2025-11-21, 2025-11-30)"
203117,690,25,"[2025-11-21, 2025-11-30)"
203118,521,25,"[2025-11-21, 2025-11-30)"
203121,996,25,"[2025-11-21, 2025-11-30)"
203123,148,25,"[2025-11-21, 2025-11-30)"
203125,127,25,"[2025-11-21, 2025-11-30)"
203129,403,25,"[2025-11-21, 2025-11-30)"
203132,757,26,"[2025-12-18, 2025-12-29)"
203133,93,26,"[2025-12-18, 2025-12-29)"
